29, -42.771084337349784
26, 127.11864406780089
24, 106.29370629371121
19, -80.51948051948017
11, -28.83895131086223
9, 142.1875
4, -41.818181818182644
58, -79.38144329896879
54, 407.57575757574693
30, -31.174089068826728
59, -80.26315789473651
56, -29.36802973977775
13, 195.95015576324485
42, -14.826498422713566
18, -51.85185185185268
44, -71.73144876325115
8, 189.37728937729398
38, 277.7777777777815
12, -51.612903225807266
35, 128.0130293159651
49, -83.60655737704866
39, 287.9003558718751
52, -44.649446494465735
33, 522.580645161283
47, -80.39215686274476
60, -73.76093294460652
45, -80.69498069498034
5, -28.301886792453637
25, 13.636363636362972
0, -28.0821917808223
15, 384.49612403100286
27, -55.63139931740677
22, 84.8184818481846
1, 90.78947368421498
61, -77.3584905660376
6, 57.89473684210974
16, -84.32601880877688
3, -47.69230769230848
20, 85.97560975610014
43, -37.037037037037514
32, 167.1232876712369
2, -82.5783972125431
28, -84.22712933753888
34, 55.1724137931077
48, 45.69536423841086
62, -54.063604240283496
23, -72.02797202797214
40, -30.313588850175048
46, -22.53521126760619
14, -30.513595166163913
55, 226.08695652174305
